rowid,st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,dens,dens_err1,dens_err2,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,datalink_dvr
810,q1_q12_stellar,9020160,2MASS J19244401+4519234,291.18338,45.32317,14.808,5236,88,-88,Pinsonneault,4.63,0.197,-0.197,Pinsonneault,-0.2,0,0,Pinsonneault,0.729,0.346,-0.346,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42,0.039,12.959,0.046,12.883,0.04,009/009020/009020160/dv/kplr009020160-20121029204534_dvr.pdf
811,q1_q17_dr24_stellar,9022166,2MASS J19273121+4523165,291.880035,45.387932,12.848,5508,110,-100,SPE58,3.897,0.208,-0.125,SPE58,0.1,0.14,-0.14,SPE58,1.988,0.491,-0.548,1.14,0.19,-0.18,0.2036,0.2495,-0.08122,DSEP,2,2,2,10101010101010100,2015-01-15,0.4536,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,88.262,79.795,76.8,72.082,69.168,63.516,61.066,57.407,53.251,50.151,47.775,45.948,45.59,43.288,11.6,0.021,11.229,0.017,11.175,0.018,009/009022/009022166/dv/kplr009022166-20141002224145_dvr.pdf
812,q1_q12_stellar,9022166,2MASS J19273121+4523165,291.880035,45.387932,12.848,5293,,,KIC,4.578,,,KIC,-0.489,,,KIC,0.839,,,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,0.021,11.229,0.017,11.175,0.018,009/009022/009022166/dv/kplr009022166-20121029204534_dvr.pdf
813,q1_q16_stellar,9022166,2MASS J19273121+4523165,291.880035,45.387932,12.848,5501,219,-179,KIC0,4.577,0.044,-0.211,KIC0,-0.48,0.36,-0.28,KIC0,0.747,0.284,-0.063,0.77,0.12,-0.06,2.597,0.5317,-1.432,DSEP,2,2,2,10101010101010100,2013-12-03,0.476,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,77.805,70.849,65.749,61.936,58.586,53.504,51.643,48.435,45.268,42.404,40.324,38.701,38.198,35.952,11.6,0.021,11.229,0.017,11.175,0.018,009/009022/009022166/dv/kplr009022166-20130815195353_dvr.pdf
814,q1_q16_stellar,9101496,2MASS J19441543+4525430,296.064331,45.428619,13.996,6003,148,-179,PHO1,4.507,0.038,-0.274,KIC0,-0.14,0.22,-0.28,KIC0,0.932,0.348,-0.08,1.02,0.12,-0.12,1.772,0.3413,-1.083,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,114.026,102.575,94.649,89.034,84.769,78.781,76.804,73.667,70.404,68.72,67.995,67.639,67.659,68.359,12.848,0.02,12.574,0.019,12.496,0.016,009/009101/009101496/dv/kplr009101496-20130815195353_dvr.pdf
815,q1_q12_stellar,9101496,2MASS J19441543+4525430,296.064331,45.428619,13.996,5993,86,-86,Pinsonneault,4.514,0.184,-0.184,Pinsonneault,-0.2,0,0,Pinsonneault,0.932,0.312,-0.312,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.848,0.02,12.574,0.019,12.496,0.016,009/009101/009101496/dv/kplr009101496-20121029204534_dvr.pdf
816,q1_q17_dr24_stellar,9101496,2MASS J19441543+4525430,296.064331,45.428619,13.996,5878,109,-111,SPE58,4.005,0.162,-0.113,SPE58,0.24,0.12,-0.12,SPE58,1.812,0.378,-0.382,1.21,0.16,-0.14,0.287,0.2402,-0.1041,DSEP,2,2,2,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,127.902,114.05,108.628,101.279,97.437,90.724,87.906,84.428,81.138,79.327,78.661,78.537,78.8,80.714,12.848,0.02,12.574,0.019,12.496,0.016,009/009101/009101496/dv/kplr009101496-20141002224145_dvr.pdf
817,q1_q16_stellar,9146018,2MASS J19114030+4535343,287.917908,45.592869,14.129,5543,148,-142,PHO1,4.568,0.03,-0.219,KIC0,-0.14,0.3,-0.28,KIC0,0.813,0.273,-0.065,0.89,0.08,-0.09,2.337,0.3747,-1.284,DSEP,2,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.103,7.1,7.1,7.1,7.1,7.1,118.546,105.771,96.477,89.721,84.103,76.714,73.903,69.045,64.519,61.706,58.929,56.806,56.235,53.604,12.892,0.021,12.512,0.022,12.427,0.021,009/009146/009146018/dv/kplr009146018-20130815195353_dvr.pdf
818,q1_q12_stellar,9146018,2MASS J19114030+4535343,287.917908,45.592869,14.129,5525,68,-68,Pinsonneault,4.588,0.166,-0.166,Pinsonneault,-0.2,0,0,Pinsonneault,0.8,0.237,-0.237,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.892,0.021,12.512,0.022,12.427,0.021,009/009146/009146018/dv/kplr009146018-20121029204534_dvr.pdf
819,q1_q17_dr24_stellar,9146018,2MASS J19114030+4535343,287.917908,45.592869,14.129,5475,101,-97,SPE58,4.43,0.072,-0.133,SPE58,0.24,0.14,-0.14,SPE58,0.982,0.166,-0.079,0.95,0.05,-0.05,1.407,0.391,-0.5209,DSEP,2,3,3,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,131.964,117.696,111.096,102.818,97.69,89.2,85.837,81.018,75.626,71.604,67.652,64.958,64.381,61.247,12.892,0.021,12.512,0.022,12.427,0.021,009/009146/009146018/dv/kplr009146018-20141002224145_dvr.pdf
820,q1_q16_stellar,9209624,2MASS J19111156+4539241,287.798187,45.656712,13.987,6303,158,-198,PHO1,4.406,0.066,-0.305,KIC0,-0.24,0.24,-0.3,KIC0,1.06,0.518,-0.109,1.04,0.21,-0.11,1.228,0.3679,-0.8152,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,100.836,89.016,80.52,73.958,69.101,62.021,59.34,54.852,50.074,46.623,43.931,41.987,41.41,38.97,12.909,0.025,12.608,0.021,12.536,0.022,009/009209/009209624/dv/kplr009209624-20130815195353_dvr.pdf
821,q1_q12_stellar,9209624,2MASS J19111156+4539241,287.798187,45.656712,13.987,6315,78,-78,Pinsonneault,4.417,0.169,-0.169,Pinsonneault,-0.2,0,0,Pinsonneault,1.09,0.432,-0.432,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.909,0.025,12.608,0.021,12.536,0.022,009/009209/009209624/dv/kplr009209624-20121029204534_dvr.pdf
822,q1_q17_dr24_stellar,9209624,2MASS J19111156+4539241,287.798187,45.656712,13.987,5772,112,-90,SPE58,4.351,0.134,-0.13,SPE58,-0.38,0.16,-0.16,SPE58,1.003,0.189,-0.135,0.82,0.07,-0.03,1.149,0.6524,-0.4326,DSEP,2,2,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,112.672,98.845,92.307,84.536,79.786,71.863,68.817,63.729,58.249,54.173,51.082,48.637,47.989,44.985,12.909,0.025,12.608,0.021,12.536,0.022,009/009209/009209624/dv/kplr009209624-20141002224145_dvr.pdf
823,q1_q17_dr24_stellar,9305831,2MASS J20002456+4545437,300.102356,45.762138,14.678,5763,101,-115,SPE42,4.15,0.051,-0.047,TRA42,0.26,0.12,-0.14,SPE42,1.457,0.12,-0.115,1.09,0.1,-0.09,0.4981,0.1056,-0.08283,DSEP,1,1,1,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,242.003,212.261,198.516,183.297,173.124,155.256,148.431,137.793,126.781,118.128,111.344,106.161,104.679,97.834,13.34,0.026,12.969,0.025,12.878,0.034,009/009305/009305831/dv/kplr009305831-20141002224145_dvr.pdf
824,q1_q12_stellar,9305831,2MASS J20002456+4545437,300.102356,45.762138,14.678,5444,80,-80,Pinsonneault,4.483,0.307,-0.307,Pinsonneault,-0.2,0,0,Pinsonneault,0.868,0.518,-0.518,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34,0.026,12.969,0.025,12.878,0.034,009/009305/009305831/dv/kplr009305831-20121029204534_dvr.pdf
825,q1_q16_stellar,9305831,2MASS J20002456+4545437,300.102356,45.762138,14.678,5763,101,-115,SPE42,4.15,0.051,-0.047,TRA42,0.26,0.12,-0.14,SPE42,1.457,0.12,-0.115,1.09,0.1,-0.09,0.4981,0.1056,-0.08283,DSEP,1,1,1,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,218.002,193.139,174.999,162.823,152.154,136.753,131.136,121.961,111.009,103.702,98.515,94.235,92.929,86.864,13.34,0.026,12.969,0.025,12.878,0.034,009/009305/009305831/dv/kplr009305831-20130815195353_dvr.pdf
826,q1_q17_dr24_stellar,9334289,2MASS J19123952+4548594,288.164703,45.816509,15.843,5941,166,-175,PHO1,4.533,0.031,-0.288,KIC0,-0.22,0.28,-0.28,KIC0,0.885,0.354,-0.069,0.97,0.11,-0.12,1.98,0.3214,-1.249,DSEP,3,3,3,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,398.231,354.981,335.704,312.477,297.734,272.244,261.382,247.596,231.308,218.008,208.108,201.2,199.715,192.217,14.675,0.03,14.268,0.038,14.254,0.068,009/009334/009334289/dv/kplr009334289-20141002224145_dvr.pdf
827,q1_q12_stellar,9334289,2MASS J19123952+4548594,288.164703,45.816509,15.843,5948,102,-102,Pinsonneault,4.523,0.184,-0.184,Pinsonneault,-0.2,0,0,Pinsonneault,0.916,0.304,-0.304,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.675,0.03,14.268,0.038,14.254,0.068,009/009334/009334289/dv/kplr009334289-20121029204534_dvr.pdf
828,q1_q16_stellar,9334289,2MASS J19123952+4548594,288.164703,45.816509,15.843,5941,166,-175,PHO1,4.533,0.031,-0.288,KIC0,-0.22,0.28,-0.28,KIC0,0.885,0.354,-0.069,0.97,0.11,-0.12,1.98,0.3214,-1.249,DSEP,3,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,380.294,340.645,313.15,291.954,275.821,251.814,242.517,227.848,210.727,200.801,193.184,186.696,184.539,175.562,14.675,0.03,14.268,0.038,14.254,0.068,009/009334/009334289/dv/kplr009334289-20130815195353_dvr.pdf
829,q1_q17_dr24_stellar,9347899,2MASS J19360552+4551110,294.02301,45.853081,15.237,6035,113,-129,SPE58,4.22,0.147,-0.105,SPE58,-0.28,0.16,-0.16,SPE58,1.257,0.186,-0.196,0.96,0.07,-0.07,0.6785,0.4462,-0.2126,DSEP,3,4,4,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,242.33,214.694,201.722,186.401,177.13,159.84,152.884,143.594,132.858,124.78,119.303,114.623,113.407,107.874,14.233,0.029,13.984,0.038,13.871,0.05,009/009347/009347899/dv/kplr009347899-20141002224145_dvr.pdf
830,q1_q12_stellar,9347899,2MASS J19360552+4551110,294.02301,45.853081,15.237,6503,93,-93,Pinsonneault,4.399,0.125,-0.125,Pinsonneault,-0.2,0,0,Pinsonneault,1.149,0.294,-0.294,,,,,,,,3,4,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.233,0.029,13.984,0.038,13.871,0.05,009/009347/009347899/dv/kplr009347899-20121029204534_dvr.pdf
831,q1_q16_stellar,9347899,2MASS J19360552+4551110,294.02301,45.853081,15.237,6505,169,-251,PHO1,4.381,0.067,-0.282,KIC0,-0.12,0.22,-0.34,KIC0,1.163,0.551,-0.14,1.19,0.24,-0.18,1.06,0.3399,-0.679,DSEP,3,4,3,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,227.427,202.333,184.126,171.238,160.396,144.954,139.403,130.286,120.901,114.438,110.098,106.267,105.041,99.512,14.233,0.029,13.984,0.038,13.871,0.05,009/009347/009347899/dv/kplr009347899-20130815195353_dvr.pdf
832,q1_q17_dr24_stellar,9364290,2MASS J19563267+4552117,299.136169,45.86993,14.623,5594,180,-141,PHO1,4.395,0.141,-0.275,KIC0,-0.32,0.36,-0.24,KIC0,0.935,0.41,-0.142,0.79,0.15,-0.05,1.366,0.8324,-0.8627,DSEP,2,2,2,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,220.925,193.055,180.81,166.554,157.355,141.104,134.383,123.774,113.028,104.66,97.125,91.971,90.541,83.407,13.403,0.029,12.953,0.029,12.89,0.03,009/009364/009364290/dv/kplr009364290-20141002224145_dvr.pdf
833,q1_q12_stellar,9364290,2MASS J19563267+4552117,299.136169,45.86993,14.623,5622,86,-86,Pinsonneault,4.382,0.234,-0.234,Pinsonneault,-0.2,0,0,Pinsonneault,0.997,0.377,-0.377,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.403,0.029,12.953,0.029,12.89,0.03,009/009364/009364290/dv/kplr009364290-20121029204534_dvr.pdf
834,q1_q16_stellar,9364290,2MASS J19563267+4552117,299.136169,45.86993,14.623,5594,180,-141,PHO1,4.395,0.141,-0.275,KIC0,-0.32,0.36,-0.24,KIC0,0.935,0.41,-0.142,0.79,0.15,-0.05,1.366,0.8324,-0.8627,DSEP,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,201.541,178.493,161.181,148.428,138.468,123.366,117.576,108.064,97.806,90.616,84.409,79.87,78.421,72.053,13.403,0.029,12.953,0.029,12.89,0.03,009/009364/009364290/dv/kplr009364290-20130815195353_dvr.pdf
835,q1_q16_stellar,9410930,2MASS J19380317+4558539,294.513245,45.98164,14.465,5657,110,-109,SPE40,4.441,0.048,-0.05,TRA40,-0.08,0.15,-0.14,SPE40,0.947,0.063,-0.056,0.9,0.07,-0.06,1.497,0.2651,-0.2368,DSEP,1,1,1,11111111111111100,2013-12-03,0.8792,1426.742,7.934,7.737,7.902,7.24,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,138.577,123.567,112.243,104.528,98.646,90.09,87.132,82.041,76.874,73.707,71.631,70.151,69.748,68.02,13.262,0.022,12.938,0.024,12.892,0.028,009/009410/009410930/dv/kplr009410930-20130815195353_dvr.pdf
836,q1_q12_stellar,9410930,2MASS J19380317+4558539,294.513245,45.98164,14.465,5734,97,-97,Pinsonneault,4.511,0.238,-0.238,Pinsonneault,-0.2,0,0,Pinsonneault,0.891,0.446,-0.446,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.262,0.022,12.938,0.024,12.892,0.028,009/009410/009410930/dv/kplr009410930-20121029204534_dvr.pdf
837,q1_q17_dr24_stellar,9410930,2MASS J19380317+4558539,294.513245,45.98164,14.465,5657,110,-109,SPE40,4.441,0.048,-0.05,TRA40,-0.08,0.15,-0.14,SPE40,0.947,0.063,-0.056,0.9,0.07,-0.06,1.497,0.2651,-0.2368,DSEP,1,1,2,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,8.768,7.895,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,159.53,141.756,133.309,123.678,118.053,107.58,103.188,97.555,91.406,87.096,84.43,82.533,82.2,81.144,13.262,0.022,12.938,0.024,12.892,0.028,009/009410/009410930/dv/kplr009410930-20141002224145_dvr.pdf
838,q1_q17_dr24_stellar,9412760,2MASS J19405491+4558156,295.22879,45.97102,14.028,4500,92,-87,SPE58,4.642,0.013,-0.044,SPE58,-0.02,0.14,-0.14,SPE58,0.664,0.039,-0.023,0.7,0.03,-0.04,3.389,0.2185,-0.4786,DSEP,2,2,2,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,138.325,126.837,122.415,116.157,112.634,106.29,103.891,100.848,98.405,97.837,98.26,99.384,99.962,103.119,12.309,0.025,11.665,0.02,11.551,0.017,009/009412/009412760/dv/kplr009412760-20141002224145_dvr.pdf
839,q1_q16_stellar,9412760,2MASS J19405491+4558156,295.22879,45.97102,14.028,4386,128,-132,PHO1,4.629,0.058,-0.026,KIC0,-0.26,0.33,-0.32,KIC0,0.63,0.051,-0.065,0.62,0.07,-0.05,3.475,0.9432,-0.444,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,119.998,109.443,102.266,96.888,92.905,87.262,85.583,83.137,80.922,79.947,79.059,79.268,79.51,81.114,12.309,0.025,11.665,0.02,11.551,0.017,009/009412/009412760/dv/kplr009412760-20130815195353_dvr.pdf
840,q1_q12_stellar,9412760,2MASS J19405491+4558156,295.22879,45.97102,14.028,4399,60,-60,Pinsonneault,4.696,0.014,-0.014,Pinsonneault,-0.2,0,0,Pinsonneault,0.58,0.012,-0.012,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.309,0.025,11.665,0.02,11.551,0.017,009/009412/009412760/dv/kplr009412760-20121029204534_dvr.pdf
841,q1_q17_dr24_stellar,9415172,2MASS J19441541+4558366,296.06424,45.976841,15.596,5569,167,-162,PHO1,4.546,0.023,-0.29,KIC0,0.21,0.17,-0.25,KIC0,0.887,0.349,-0.06,1.01,0.11,-0.11,2.037,0.2655,-1.284,DSEP,2,3,3,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,307.548,269.84,251.513,231.795,219.193,197.73,188.359,174.922,159.662,147.749,139.286,132.815,130.702,121.491,14.227,0.027,13.854,0.026,13.689,0.043,009/009415/009415172/dv/kplr009415172-20141002224145_dvr.pdf
842,q1_q16_stellar,9415172,2MASS J19441541+4558366,296.06424,45.976841,15.596,5569,167,-162,PHO1,4.546,0.023,-0.29,KIC0,0.21,0.17,-0.25,KIC0,0.887,0.349,-0.06,1.01,0.11,-0.11,2.037,0.2655,-1.284,DSEP,2,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,290.893,256.104,230.865,212.388,197.698,177.58,169.495,157.098,144.128,135.151,127.2,121.703,119.865,112.013,14.227,0.027,13.854,0.026,13.689,0.043,009/009415/009415172/dv/kplr009415172-20130815195353_dvr.pdf
843,q1_q12_stellar,9415172,2MASS J19441541+4558366,296.06424,45.976841,15.596,5464,130,-130,Pinsonneault,4.578,0.242,-0.242,Pinsonneault,-0.2,0,0,Pinsonneault,0.797,0.379,-0.379,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.227,0.027,13.854,0.026,13.689,0.043,009/009415/009415172/dv/kplr009415172-20121029204534_dvr.pdf
844,q1_q16_stellar,9451706,2MASS J19004559+4601406,285.190002,46.027962,11.485,6106,106,-106,SPE8,4.263,0.012,-0.012,AST8,0.33,0.101,-0.101,SPE8,1.359,0.035,-0.035,1.24,0.09,-0.09,0.6966,0.02317,-0.02317,MULT8,3,3,3,11111111111111100,2013-12-03,0.8789,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,34.33,31.592,29.776,28.598,27.664,26.438,26.062,25.554,25.196,25.157,25.226,25.494,25.549,25.871,10.536,0.024,10.3,0.018,10.234,0.019,009/009451/009451706/dv/kplr009451706-20130815195353_dvr.pdf
845,q1_q12_stellar,9451706,2MASS J19004559+4601406,285.190002,46.027962,11.485,6298,51,-51,Pinsonneault,4.447,0.188,-0.188,Pinsonneault,-0.2,0,0,Pinsonneault,1.055,0.495,-0.495,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.536,0.024,10.3,0.018,10.234,0.019,009/009451/009451706/dv/kplr009451706-20121029204534_dvr.pdf
846,q1_q17_dr24_stellar,9451706,2MASS J19004559+4601406,285.190002,46.027962,11.485,6106,106,-106,SPE8,4.263,0.012,-0.012,AST8,0.33,0.101,-0.101,SPE8,1.359,0.035,-0.035,1.24,0.09,-0.09,0.6966,0.02317,-0.02317,MULT8,3,3,3,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,39.495,36.044,35,33.372,32.579,31.23,30.728,30.274,29.898,30.027,30.611,31.452,31.808,33.989,10.536,0.024,10.3,0.018,10.234,0.019,009/009451/009451706/dv/kplr009451706-20141002224145_dvr.pdf
847,q1_q16_stellar,9455556,2MASS J19093408+4603335,287.391998,46.059311,15.843,5910,171,-201,PHO1,4.505,0.038,-0.296,KIC0,-0.02,0.22,-0.28,KIC0,0.94,0.39,-0.081,1.03,0.15,-0.13,1.75,0.3347,-1.122,DSEP,2,2,2,1111111111111110,2013-12-03,0.8798,1388.442,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,373.987,337.243,309.494,289.396,273.519,252.002,243.413,228.761,213.286,203.568,196.257,191.616,190.217,184.897,14.568,0.03,14.264,0.034,14.172,0.055,009/009455/009455556/dv/kplr009455556-20130815195353_dvr.pdf
848,q1_q12_stellar,9455556,2MASS J19093408+4603335,287.391998,46.059311,15.843,5865,124,-124,Pinsonneault,4.533,0.223,-0.223,Pinsonneault,-0.2,0,0,Pinsonneault,0.893,0.422,-0.422,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.568,0.03,14.264,0.034,14.172,0.055,009/009455/009455556/dv/kplr009455556-20121029204534_dvr.pdf
849,q1_q17_dr24_stellar,9455556,2MASS J19093408+4603335,287.391998,46.059311,15.843,5910,171,-201,PHO1,4.505,0.038,-0.296,KIC0,-0.02,0.22,-0.28,KIC0,0.94,0.39,-0.081,1.03,0.15,-0.13,1.75,0.3347,-1.122,DSEP,2,2,2,1111111111111110,2015-01-15,0.8759,1421.326,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,407.076,367.186,351.209,329.662,317.685,292.379,281.324,266.128,247.921,233.51,221.856,214.64,212.915,206.517,14.568,0.03,14.264,0.034,14.172,0.055,009/009455/009455556/dv/kplr009455556-20141002224145_dvr.pdf
850,q1_q12_stellar,9458613,2MASS J19161861+4600187,289.077545,46.005219,13.988,6213,95,-95,Pinsonneault,4.273,0.194,-0.194,Pinsonneault,-0.2,0,0,Pinsonneault,1.273,0.5,-0.5,,,,,,,,5,5,5,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.871,0.02,12.62,0.021,12.591,0.022,009/009458/009458613/dv/kplr009458613-20121029204534_dvr.pdf
851,q1_q16_stellar,9458613,2MASS J19161861+4600187,289.077545,46.005219,13.988,5900,120,-117,SPE35,4.022,0.184,-0.122,SPE35,0,0.18,-0.16,SPE35,1.694,0.399,-0.381,1.1,0.18,-0.12,0.3187,0.3082,-0.1237,DSEP,5,5,5,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,105.421,93.074,84.514,78.764,73.838,66.32,63.539,59.191,54.342,50.733,47.746,45.028,44.311,41.235,12.871,0.02,12.62,0.021,12.591,0.022,009/009458/009458613/dv/kplr009458613-20130815195353_dvr.pdf
852,q1_q17_dr24_stellar,9458613,2MASS J19161861+4600187,289.077545,46.005219,13.988,5900,120,-117,SPE35,4.022,0.184,-0.122,SPE35,0,0.18,-0.16,SPE35,1.694,0.399,-0.381,1.1,0.18,-0.12,0.3187,0.3082,-0.1237,DSEP,5,5,5,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,119.101,104.803,98.312,90.576,86.118,78.415,74.981,69.85,64.165,59.638,56.577,53.993,53.079,48.974,12.871,0.02,12.62,0.021,12.591,0.022,009/009458/009458613/dv/kplr009458613-20141002224145_dvr.pdf
853,q1_q17_dr24_stellar,9466668,2MASS J19301930+4605506,292.580444,46.097389,15.065,5553,103,-93,SPE58,4.221,0.138,-0.107,SPE58,0.16,0.14,-0.14,SPE58,1.25,0.194,-0.19,0.95,0.07,-0.04,0.6847,0.4247,-0.2217,DSEP,4,4,4,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,222.383,197.552,187.175,174.079,166.266,152.947,147.192,138.084,128.317,121.248,116.841,112.384,111.154,105.241,13.824,0.024,13.496,0.025,13.424,0.043,009/009466/009466668/dv/kplr009466668-20141002224145_dvr.pdf
854,q1_q12_stellar,9466668,2MASS J19301930+4605506,292.580444,46.097389,15.065,5865,167,-167,Pinsonneault,4.537,0.234,-0.234,Pinsonneault,-0.2,0,0,Pinsonneault,0.89,0.445,-0.445,,,,,,,,4,4,4,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.824,0.024,13.496,0.025,13.424,0.043,009/009466/009466668/dv/kplr009466668-20121029204534_dvr.pdf
